dataset,dataset_description,minority_fraction,imbalance_treatment,sweep,n_estimators,max_depth,test_accuracy,test_f1_macro,test_auc_roc,minority_recall,oob_accuracy,fit_seconds
breast_cancer,Breast Cancer Wisconsin Diagnostic from sklearn.datasets.,0.37258347978910367,none,max_depth,100,18,0.958041958041958,0.9546703296703296,0.9942348008385744,0.9245283018867925,0.9553990610328639,6.883469599997625
breast_cancer,Breast Cancer Wisconsin Diagnostic from sklearn.datasets.,0.37258347978910367,none,max_depth,100,19,0.958041958041958,0.9546703296703296,0.9942348008385744,0.9245283018867925,0.9553990610328639,7.055783499992685
breast_cancer,Breast Cancer Wisconsin Diagnostic from sklearn.datasets.,0.37258347978910367,none,max_depth,100,20,0.958041958041958,0.9546703296703296,0.9942348008385744,0.9245283018867925,0.9553990610328639,7.34639680001419
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,1,0.9222222222222223,0.9219814241486068,0.9920948616600791,1.0,0.9063670411985019,0.24076380001497455
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,2,0.9666666666666667,0.9666625509322139,0.9960474308300395,1.0,0.947565543071161,0.5437390000151936
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,3,0.9777777777777777,0.9777777777777777,0.999505928853755,1.0,0.9550561797752809,0.8826981000020169
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,4,0.9777777777777777,0.9777777777777777,1.0,1.0,0.9812734082397003,1.1907916000054684
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,5,0.9777777777777777,0.9777777777777777,1.0,1.0,0.9887640449438202,1.475929099979112
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,6,0.9777777777777777,0.9777777777777777,1.0,1.0,0.9850187265917603,1.5539029999927152
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,7,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9850187265917603,1.4722819000016898
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,8,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.4497565000201575
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,9,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.42095669999253
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,10,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.4254305000067689
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,11,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.4384835999808274
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,12,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.6529324000002816
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,13,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.4436309000011533
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,14,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.4876423999958206
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,15,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.4207613000180572
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,16,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.6283917999826372
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,17,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.7856656000076327
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,18,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.64016619999893
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,19,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.511184900009539
digits_3_vs_8,High-dimensional 64-feature Digits subset: class 3 vs class 8.,0.48739495798319327,none,max_depth,100,20,0.9888888888888889,0.9888875169774046,1.0,1.0,0.9812734082397003,1.4857611999905203
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,1,0.8956,0.5144276385555617,0.9934686495176848,1.0,0.9326858673811118,8.718588099989574
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,2,0.9512,0.5696248257333311,0.9941217845659164,1.0,0.9721366376423308,14.85625089998939
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,3,0.9584,0.5830767651888342,0.9934016613076098,1.0,0.9768251841929002,19.090353100007633
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,4,0.9664,0.6025256654856,0.9945069667738479,1.0,0.9835231078365707,23.068825999973342
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,5,0.9712,0.6013606888487297,0.9933681672025723,0.8333333333333334,0.9864032150033489,25.382848699984606
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,6,0.9832,0.6570375886802806,0.993602625937835,0.8333333333333334,0.9905559276624246,27.722122600011062
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,7,0.9904,0.7118653835071745,0.9942055198285101,0.75,0.994574681848627,29.21777970000403
covertype_type4_imbalanced,Covertype one-vs-rest: cover type 4 as the positive class.,0.0047,random_oversampling_train_only,max_depth,100,8,0.9924,0.7413290784235778,0.9935691318327974,0.75,0.9954454119223041,30.19286499998998
